id_venda,id_cliente,id_produto,id_vendedor,id_data,quantidade,preco_unitario,custo_unitario,canal_venda
24393,342,495,76,20241120,78,84.1,48.65,Varejo
24394,537,359,45,20241102,358,11.59,6.22,Atacado
24395,423,370,62,20240222,495,9.6,6.58,Varejo
24396,118,142,90,20240525,7,78.69,58.87,Varejo
24397,153,119,15,20241128,90,119.47,83.45,Varejo
24398,399,464,60,20240318,67,70.5,45.42,Atacado
24399,288,29,71,20240310,90,123.23,98.25,Varejo
24400,493,244,11,20240402,5,108.71,57.35,Atacado
24401,555,365,72,20240704,271,12.21,7.3,Varejo
24402,110,467,37,20241204,56,81.58,56.57,Atacado
24403,417,205,56,20241214,14,84.22,51.29,Varejo
24404,293,442,63,20241113,101,68.52,51.25,Varejo
24405,75,87,75,20240218,90,95.55,84.48,Atacado
24406,244,260,42,20241022,200,11.06,6.93,Atacado
24407,464,370,12,20241011,313,10.18,6.25,Atacado
24408,128,142,64,20240916,7,82.26,57.95,Varejo
24409,367,163,17,20240315,11,88.73,76.19,Varejo
24410,71,388,33,20240409,56,64.02,47.08,Atacado
24411,427,194,54,20241023,8,49.19,57.08,Atacado
24412,391,442,73,20240210,112,76.51,49.17,Atacado
24413,255,304,43,20240527,84,11.1,8.19,Atacado
24414,30,302,5,20241205,272,11.48,7.81,Varejo
24415,332,110,27,20240914,90,120.63,85.14,Varejo
24416,49,373,84,20240701,101,73.99,59.58,Exportação
24417,208,66,42,20240306,45,107.53,71.66,Varejo
24418,8,42,44,20240220,45,140.51,104.83,Varejo
24419,146,160,77,20241209,5,92.93,77.63,Atacado
24420,575,66,37,20240402,90,92.3,86.99,Varejo
24421,424,71,16,20240716,90,118.03,95.57,Atacado
24422,493,274,1,20240710,398,10.54,6.0,Varejo
24423,278,92,20,20241202,45,107.5,84.18,Atacado
24424,548,317,12,20241220,241,12.45,7.95,Atacado
24425,187,14,44,20240908,90,113.75,83.08,Atacado
24426,321,74,90,20240208,45,115.38,96.55,Atacado
24427,519,440,61,20240606,146,74.76,44.18,Atacado
24428,220,52,54,20240109,134,144.73,109.35,Atacado
24429,574,359,31,20240516,525,12.27,7.61,Atacado
24430,41,323,56,20240520,283,9.47,6.87,Varejo
24431,488,110,94,20240109,90,131.74,102.28,Exportação
24432,90,257,36,20240604,358,9.56,6.66,Varejo
24433,252,495,36,20240706,78,68.52,49.96,Atacado
24434,536,236,7,20240113,4,88.55,65.46,Atacado
24435,135,56,65,20240511,90,133.73,95.69,Atacado
24436,369,440,74,20240412,134,73.1,49.37,Atacado
24437,304,90,56,20241005,45,122.04,93.63,Atacado
24438,584,182,97,20241211,7,96.31,57.91,Atacado
24439,510,460,58,20240714,202,73.07,44.41,Atacado
24440,581,53,29,20240702,90,133.38,106.79,Exportação
24441,27,201,70,20240719,7,81.49,49.09,Varejo
24442,410,62,13,20240930,90,114.73,76.2,Atacado
24443,522,314,83,20240509,247,9.61,6.2,Atacado
24444,471,293,50,20240605,92,11.93,7.75,Atacado
24445,284,100,67,20241011,90,120.48,97.18,Varejo
24446,367,83,60,20240319,90,104.37,95.54,Varejo
24447,162,17,98,20241009,45,111.24,86.53,Atacado
24448,401,163,91,20240420,9,89.51,67.52,Exportação
24449,7,27,93,20241226,45,114.04,82.28,Atacado
24450,243,114,54,20241002,90,142.12,114.3,Atacado
24451,561,147,78,20240302,12,77.39,58.93,Atacado
24452,327,165,93,20241112,9,97.07,67.2,Varejo
24453,177,360,53,20240302,321,10.79,7.84,Varejo
24454,578,307,65,20241122,160,12.84,8.76,Atacado
24455,495,457,22,20240627,22,72.3,55.85,Exportação
24456,397,156,72,20240108,9,97.72,69.36,Atacado
24457,255,274,20,20240602,641,10.01,6.33,Atacado
24458,365,74,89,20240508,90,115.13,82.13,Varejo
24459,268,413,29,20240327,45,78.7,54.23,Varejo
24460,111,354,9,20241103,276,9.34,5.89,Atacado
24461,354,112,65,20240405,90,131.27,104.72,Varejo
24462,471,458,23,20240420,112,54.38,38.82,Atacado
24463,29,42,76,20240112,45,132.37,107.17,Atacado
24464,68,462,72,20241222,67,39.69,43.84,Atacado
24465,171,126,60,20240925,9,81.73,60.0,Atacado
24466,119,317,73,20241106,296,11.89,7.68,Atacado
24467,522,331,10,20240930,261,10.84,6.23,Atacado
24468,188,417,27,20240602,78,77.57,58.15,Atacado
24469,312,75,3,20240505,45,121.04,92.46,Atacado
24470,341,472,17,20241231,134,76.46,55.91,Exportação
24471,482,54,54,20241208,90,142.35,102.24,Exportação
24472,335,105,86,20240723,45,137.81,114.75,Exportação
24473,476,16,55,20240310,45,98.11,70.81,Atacado
24474,238,486,77,20241223,123,87.6,56.05,Varejo
24475,28,472,24,20241213,101,70.61,53.23,Varejo
24476,198,14,81,20241006,90,109.16,84.22,Atacado
24477,513,223,73,20241026,10,84.77,59.68,Varejo
24478,51,237,83,20240129,7,108.06,72.14,Atacado
24479,73,389,75,20240222,134,80.33,52.67,Varejo
24480,36,38,91,20240430,134,149.26,112.53,Atacado
24481,49,63,18,20240412,45,120.61,90.66,Exportação
24482,215,165,13,20240228,5,83.29,67.77,Atacado
24483,335,95,39,20241002,45,127.22,105.84,Exportação
24484,20,479,9,20240227,101,77.59,52.0,Varejo
24485,317,178,6,20241012,4,98.48,64.68,Atacado
24486,513,373,12,20240129,45,72.64,51.82,Varejo
24487,280,307,79,20240702,341,10.36,6.35,Atacado
24488,331,139,37,20240309,13,71.79,47.61,Atacado
24489,403,302,47,20240801,380,11.67,7.17,Atacado
24490,511,374,52,20240620,67,78.51,59.49,Atacado
24491,272,112,51,20240427,45,130.56,100.2,Varejo
24492,315,304,47,20240125,254,12.56,7.93,Atacado
24493,224,309,43,20240605,213,10.58,7.51,Atacado
24494,339,481,98,20241115,78,92.67,58.71,Atacado
24495,531,440,20,20240906,112,60.88,43.75,Varejo
24496,183,23,33,20240209,45,109.68,87.86,Atacado
24497,139,203,45,20241005,5,65.11,44.83,Varejo
24498,310,182,63,20241020,5,101.31,63.68,Atacado
24499,35,396,62,20240621,101,82.74,43.99,Varejo
24500,287,410,76,20241129,67,91.69,60.21,Atacado
24501,501,259,36,20240426,331,9.78,6.44,Atacado
24502,332,389,80,20241030,11,77.74,49.62,Varejo
24503,429,272,100,20241020,193,11.06,7.85,Varejo
24504,171,285,44,20241023,155,11.35,7.8,Atacado
24505,121,254,40,20240617,451,10.48,6.62,Atacado
24506,511,100,100,20240831,45,126.03,108.45,Varejo
24507,391,134,50,20240807,4,84.67,54.24,Atacado
24508,473,354,40,20240919,362,10.97,7.02,Varejo
24509,110,374,16,20240915,45,74.14,47.99,Atacado
24510,527,239,76,20240116,4,90.14,62.22,Atacado
24511,395,60,71,20240527,45,139.02,104.92,Atacado
24512,375,494,48,20241004,101,81.17,48.25,Varejo
24513,565,75,40,20240911,45,118.81,93.29,Atacado
24514,474,237,45,20240719,1,101.0,73.4,Atacado
24515,247,223,37,20240509,10,88.64,63.67,Exportação
24516,345,57,55,20240413,45,120.93,85.6,Atacado
24517,320,4,83,20240829,90,112.45,86.1,Atacado
24518,209,479,5,20240314,56,87.8,54.1,Atacado
24519,314,208,78,20240429,7,96.09,55.8,Varejo
24520,503,307,97,20240115,294,11.38,8.64,Atacado
24521,332,358,21,20240729,329,11.6,7.56,Varejo
24522,579,134,44,20240613,1,86.75,55.97,Atacado
24523,17,319,14,20241018,244,10.54,6.34,Atacado
24524,424,473,45,20240813,67,90.34,55.27,Varejo
24525,352,240,68,20241028,10,83.56,68.41,Varejo
24526,177,16,90,20241213,90,92.33,81.34,Atacado
24527,31,134,100,20240205,10,78.94,59.5,Varejo
24528,46,478,1,20240405,134,76.2,53.94,Atacado
24529,284,155,70,20240813,7,78.16,54.64,Atacado
24530,14,109,13,20240312,90,149.49,97.66,Atacado
24531,337,423,27,20241227,11,85.35,57.15,Atacado
24532,459,331,30,20240624,414,9.68,6.41,Atacado
24533,283,303,63,20241029,349,11.02,7.31,Atacado
24534,239,56,69,20240206,45,130.82,98.97,Varejo
24535,256,306,65,20240607,296,12.7,7.66,Atacado
24536,309,41,61,20240502,45,141.83,112.29,Atacado
24537,178,47,15,20240509,45,135.3,98.35,Varejo
24538,592,282,67,20241222,496,11.38,6.86,Varejo
24539,395,297,38,20240930,305,12.67,8.52,Atacado
24540,93,147,38,20240126,4,84.43,54.97,Varejo
24541,570,262,93,20240806,261,10.83,6.41,Atacado
24542,588,460,3,20240402,67,80.47,54.22,Varejo
24543,306,362,85,20241014,66,12.87,8.43,Atacado
24544,40,189,76,20240523,4,68.56,53.28,Varejo
24545,541,358,86,20241125,214,13.03,7.22,Varejo
24546,233,425,13,20240716,56,80.45,51.09,Varejo
24547,316,149,28,20240318,11,70.66,47.56,Varejo
24548,168,467,54,20240114,56,94.96,56.19,Atacado
24549,452,38,51,20241215,90,122.3,116.15,Varejo
24550,127,51,57,20240430,45,146.54,108.14,Varejo
24551,536,247,88,20240307,7,108.39,68.9,Atacado
24552,206,338,35,20240325,213,10.86,5.61,Atacado
24553,451,299,27,20241224,173,13.19,8.37,Atacado
24554,515,51,17,20240508,134,124.47,105.82,Atacado
24555,468,98,65,20240624,90,141.42,95.22,Atacado
24556,304,158,29,20240225,17,104.03,63.77,Atacado
24557,145,359,11,20240829,298,10.75,7.01,Atacado
24558,189,178,92,20241116,7,94.6,59.21,Varejo
24559,157,133,65,20240511,7,75.49,49.6,Varejo
24560,66,297,49,20240211,192,12.5,9.11,Atacado
24561,538,35,39,20240320,403,122.77,98.32,Atacado
24562,498,423,9,20240622,11,82.66,60.11,Atacado
24563,302,457,3,20241222,112,76.99,47.36,Varejo
24564,507,66,66,20241203,45,100.04,80.12,Varejo
24565,59,60,95,20240215,90,132.76,109.71,Atacado
24566,67,236,20,20240506,9,93.73,65.85,Atacado
24567,44,189,83,20241202,7,80.88,58.51,Atacado
24568,543,47,91,20241205,45,118.67,100.61,Atacado
24569,58,306,19,20240627,465,11.24,8.07,Atacado
24570,381,296,86,20240813,331,12.4,7.12,Atacado
24571,52,306,82,20240412,284,12.25,6.46,Atacado
24572,407,245,21,20241107,4,92.09,73.5,Varejo
24573,386,296,77,20240606,409,11.06,9.33,Varejo
24574,22,35,24,20240118,90,108.32,89.58,Varejo
24575,594,62,53,20241224,90,135.14,85.01,Varejo
24576,15,126,67,20240329,13,76.48,55.24,Atacado
24577,139,452,80,20240329,56,70.7,46.51,Varejo
24578,54,371,76,20240621,514,12.44,7.63,Atacado
24579,344,110,62,20240902,90,127.34,95.26,Atacado
24580,530,373,57,20240411,45,74.09,48.4,Varejo
24581,351,465,3,20241108,112,74.19,39.58,Atacado
24582,485,365,6,20241225,69,10.19,7.19,Atacado
24583,106,257,81,20241002,232,10.68,5.91,Atacado
24584,40,98,89,20240423,45,133.47,103.05,Atacado
24585,597,250,98,20241205,405,8.19,5.36,Varejo
24586,280,165,58,20241209,13,87.48,68.23,Varejo
24587,82,450,51,20241215,112,58.89,42.0,Atacado
24588,248,411,77,20240207,112,93.03,55.63,Varejo
24589,435,228,40,20240305,12,84.06,65.53,Atacado
24590,339,269,11,20240116,316,9.41,5.5,Atacado
24591,79,471,98,20240624,67,87.75,54.44,Atacado
24592,380,174,32,20240202,10,95.78,69.74,Varejo
24593,495,465,39,20240609,45,59.19,49.11,Exportação
24594,458,459,39,20240324,112,71.23,48.99,Varejo
24595,273,160,18,20240727,9,97.52,72.01,Atacado
24596,365,453,57,20240529,78,75.33,46.91,Varejo
24597,76,222,85,20240726,12,104.35,74.55,Varejo
24598,596,353,62,20241004,149,11.73,8.42,Atacado
24599,2,462,3,20240203,90,68.23,42.87,Atacado
24600,397,264,78,20240215,358,10.97,6.18,Atacado
24601,382,456,93,20240830,56,68.2,52.09,Varejo
24602,339,465,57,20240313,112,67.54,45.78,Atacado
24603,464,355,92,20240413,337,12.45,7.46,Varejo
24604,563,430,85,20240509,123,88.86,52.65,Atacado
24605,374,140,3,20241024,8,83.61,58.53,Atacado
24606,425,290,67,20241123,382,11.64,8.49,Varejo
24607,374,269,95,20240830,441,9.32,6.3,Atacado
24608,482,244,29,20240421,6,88.16,64.94,Exportação
24609,428,141,2,20240309,7,72.1,61.54,Atacado
24610,151,123,63,20240918,90,142.79,110.91,Varejo
24611,109,223,79,20240220,5,96.2,65.35,Varejo
24612,404,302,70,20240629,332,13.1,7.53,Varejo
24613,507,208,35,20241119,10,76.97,53.62,Varejo
24614,213,314,74,20240821,265,10.83,6.19,Atacado
24615,541,425,19,20241130,78,79.11,53.52,Varejo
24616,128,23,9,20241222,45,116.61,79.13,Varejo
24617,417,56,1,20240726,45,135.75,96.35,Atacado
24618,558,67,23,20241103,90,115.42,92.28,Atacado
24619,336,317,60,20240507,343,11.74,7.0,Varejo
24620,567,355,84,20240226,482,12.26,7.78,Varejo
24621,275,268,86,20240609,304,9.35,6.52,Atacado
24622,354,247,16,20241019,7,101.61,75.04,Varejo
24623,193,105,17,20240203,90,133.97,114.64,Varejo
24624,473,374,99,20241130,101,74.37,54.92,Atacado
24625,86,15,4,20241101,90,105.49,91.03,Atacado
24626,58,163,38,20241116,7,99.39,79.5,Atacado
24627,546,296,9,20240301,265,12.15,8.05,Atacado
24628,521,490,32,20241006,134,76.87,64.01,Atacado
24629,61,3,11,20240330,134,110.67,80.36,Varejo
24630,477,160,67,20240404,8,110.5,72.96,Varejo
24631,309,388,44,20240114,22,70.22,43.13,Varejo
24632,100,446,28,20240528,78,71.43,48.86,Atacado
24633,48,229,3,20240430,7,93.43,69.61,Varejo
24634,365,61,75,20241207,45,133.51,87.86,Varejo
24635,512,282,43,20240605,271,10.96,6.24,Varejo
24636,248,319,78,20240427,240,9.48,6.28,Varejo
24637,196,185,29,20241222,5,100.14,66.86,Atacado
24638,387,38,52,20240604,134,140.32,97.09,Atacado
24639,103,115,73,20240311,90,127.27,90.33,Atacado
24640,391,309,43,20241209,471,10.44,8.03,Atacado
24641,387,413,99,20240401,101,83.62,54.63,Atacado
24642,555,419,21,20240424,123,88.5,51.66,Varejo
24643,429,314,17,20240325,245,9.88,7.15,Varejo
24644,573,428,98,20241128,101,82.39,57.49,Atacado
24645,5,218,53,20241231,8,89.81,67.06,Atacado
24646,462,428,4,20240530,22,89.01,59.86,Atacado
24647,402,410,12,20240615,22,76.59,56.15,Atacado
24648,91,355,15,20241013,172,11.52,7.18,Atacado
24649,564,3,19,20240401,90,105.18,97.64,Varejo
24650,586,61,97,20241108,45,127.71,85.54,Varejo
24651,44,299,67,20240102,194,13.91,8.42,Varejo
24652,216,407,35,20240103,134,84.34,64.39,Atacado
24653,507,411,15,20240803,157,107.98,61.85,Varejo
24654,109,486,40,20240306,11,86.67,52.53,Varejo
24655,530,92,32,20241207,45,110.69,84.1,Atacado
24656,44,290,39,20240531,228,12.65,9.05,Varejo
24657,302,71,89,20240506,90,123.35,93.23,Varejo
24658,187,169,71,20240721,10,85.71,58.99,Atacado
24659,62,356,37,20240120,292,12.14,8.5,Varejo
24660,528,467,26,20240815,112,85.25,56.91,Varejo
24661,152,62,29,20240219,45,120.98,88.22,Varejo
24662,484,237,76,20240328,13,107.02,71.52,Atacado
24663,302,201,54,20240913,8,84.75,45.98,Varejo
24664,473,453,87,20240428,224,70.14,49.16,Atacado
24665,453,57,50,20240702,90,116.69,102.5,Varejo
24666,277,74,60,20240602,134,127.23,86.39,Varejo
24667,201,33,82,20241101,90,110.25,100.28,Varejo
24668,293,434,32,20241208,157,87.12,50.33,Varejo
24669,292,92,32,20241223,90,105.79,89.68,Atacado
24670,37,473,40,20240930,78,86.89,62.54,Varejo
24671,168,296,4,20240501,378,10.23,8.7,Atacado
24672,479,240,59,20240520,7,100.71,67.0,Varejo
24673,306,97,5,20240528,45,145.31,118.04,Varejo
24674,350,297,72,20240424,197,13.71,8.74,Varejo
24675,348,472,30,20240605,78,88.21,58.78,Varejo
24676,334,166,2,20240401,10,89.23,65.65,Atacado
24677,223,446,44,20240216,157,71.1,46.84,Atacado
24678,233,244,3,20240420,10,91.87,75.54,Atacado
24679,318,246,71,20240705,7,79.13,61.73,Atacado
24680,361,149,93,20240519,13,85.52,55.13,Varejo
24681,526,373,81,20240126,101,75.66,48.61,Atacado
24682,458,243,72,20240807,9,110.24,73.15,Atacado
24683,154,243,56,20241002,7,83.1,64.64,Atacado
24684,172,323,19,20241214,390,8.74,7.04,Varejo
24685,360,112,35,20240924,45,126.15,107.23,Exportação
24686,569,119,56,20240422,45,140.3,90.93,Atacado
24687,198,121,57,20241025,45,121.45,103.99,Varejo
24688,285,440,25,20241220,56,65.99,45.12,Atacado
24689,141,92,26,20241217,90,122.75,94.85,Atacado
24690,244,90,41,20240805,90,119.26,87.6,Atacado
24691,589,348,31,20240823,378,12.13,8.09,Exportação
24692,143,14,48,20240106,90,109.77,85.26,Atacado
24693,523,90,54,20241102,45,87.94,95.96,Atacado
24694,290,156,40,20240106,7,112.6,72.81,Varejo
24695,220,163,50,20241126,1,114.74,73.35,Varejo
24696,360,223,34,20240602,7,83.74,63.34,Exportação
24697,597,17,8,20240506,45,112.3,87.41,Atacado
24698,599,371,30,20241230,552,11.61,7.7,Exportação
24699,198,119,50,20240905,45,114.24,95.08,Varejo
24700,401,236,16,20241231,4,98.73,72.11,Exportação
24701,446,58,28,20240126,179,135.3,102.07,Atacado
24702,182,366,65,20240909,233,11.61,8.09,Exportação
24703,236,112,7,20240330,90,123.09,103.19,Varejo
24704,458,171,88,20241206,5,88.37,58.58,Varejo
24705,499,80,38,20240606,90,99.64,70.85,Varejo
24706,193,262,25,20240419,341,10.12,6.99,Atacado
24707,406,27,93,20240313,90,97.99,79.28,Atacado
24708,33,409,82,20241201,112,82.03,59.54,Varejo
24709,425,60,58,20240430,90,122.45,93.99,Atacado
24710,450,372,93,20240502,349,10.95,7.26,Varejo
24711,368,457,43,20241101,56,89.11,52.8,Varejo
24712,136,303,38,20240903,262,10.14,7.27,Atacado
24713,82,404,76,20240211,78,92.2,51.34,Atacado
24714,175,21,28,20240206,90,115.85,88.18,Atacado
24715,90,443,37,20241105,90,73.78,54.57,Varejo
24716,347,180,89,20240928,9,95.39,65.38,Atacado
24717,536,250,27,20240214,440,8.54,5.76,Atacado
24718,220,71,95,20240130,90,118.0,90.69,Atacado
24719,280,54,73,20241006,45,130.68,99.57,Varejo
24720,537,3,17,20240411,90,109.34,86.28,Atacado
24721,380,370,9,20240501,245,9.59,7.25,Varejo
24722,38,425,99,20240509,112,81.05,50.42,Varejo
24723,377,407,47,20240318,78,83.82,55.85,Atacado
24724,9,360,1,20240403,256,11.67,6.75,Varejo
24725,302,390,18,20241206,78,65.19,44.48,Varejo
24726,588,164,12,20241013,10,85.4,53.33,Atacado
24727,129,418,57,20240118,112,83.06,52.02,Varejo
24728,31,156,89,20241230,10,102.88,70.71,Varejo
24729,210,16,6,20241220,45,102.8,83.71,Exportação
24730,582,284,95,20240620,281,12.08,8.19,Atacado
24731,2,160,1,20240407,13,103.88,62.54,Atacado
24732,430,100,14,20240429,45,130.14,101.15,Atacado
24733,25,322,31,20241109,119,10.39,5.93,Atacado
24734,521,407,6,20240806,45,75.0,64.24,Atacado
24735,208,278,61,20240319,343,9.58,6.34,Atacado
24736,66,341,25,20241031,263,10.26,8.53,Varejo
24737,326,389,70,20240520,67,71.6,55.52,Varejo
24738,587,58,12,20241209,45,155.93,99.16,Atacado
24739,220,355,43,20240312,462,12.14,8.05,Atacado
24740,493,331,42,20240302,576,11.73,6.23,Atacado
24741,413,23,74,20240224,90,114.63,82.7,Atacado
24742,482,169,9,20240116,15,78.11,60.45,Exportação
24743,196,417,17,20240407,11,77.9,58.11,Varejo
24744,578,366,63,20241228,353,11.92,7.08,Atacado
24745,70,302,96,20241106,526,11.49,7.79,Varejo
24746,455,423,58,20240607,67,80.76,65.96,Exportação
24747,524,90,33,20241014,45,117.66,88.9,Atacado
24748,275,285,75,20241018,278,13.2,8.32,Atacado
24749,450,54,17,20240904,134,119.19,106.57,Atacado
24750,235,446,59,20240530,179,69.66,45.75,Exportação
24751,590,147,5,20241001,4,77.15,57.42,Varejo
24752,446,472,70,20240403,11,84.41,52.17,Atacado
24753,154,233,95,20240228,4,97.34,72.03,Atacado
24754,427,494,74,20240222,213,78.88,49.63,Atacado
24755,19,293,31,20240704,249,12.36,8.48,Atacado
24756,573,303,99,20240624,393,11.35,7.58,Varejo
24757,318,406,19,20240624,56,64.1,55.33,Atacado
24758,376,260,10,20241211,357,10.85,6.96,Atacado
24759,530,21,43,20240420,90,122.27,82.69,Varejo
24760,185,56,95,20240519,45,134.37,95.46,Exportação
24761,22,396,22,20240119,179,73.75,47.95,Atacado
24762,497,185,88,20240407,4,89.71,64.63,Atacado
24763,116,155,37,20241128,12,87.94,54.18,Varejo
24764,243,302,52,20240823,247,12.14,6.78,Atacado
24765,184,41,87,20240515,45,131.93,110.69,Atacado
24766,58,366,95,20241124,390,11.82,7.42,Atacado
24767,440,165,72,20240902,6,92.21,70.29,Atacado
24768,573,331,32,20241006,196,8.86,6.87,Varejo
24769,412,428,85,20240116,134,80.25,54.45,Atacado
24770,290,460,35,20241027,90,82.0,48.92,Varejo
24771,538,405,65,20240825,134,79.1,62.32,Varejo
24772,242,444,38,20241105,34,69.25,46.99,Atacado
24773,520,272,46,20241216,332,9.59,7.72,Varejo
24774,83,356,29,20241204,163,11.17,8.09,Atacado
24775,191,245,35,20240713,13,92.85,65.87,Atacado
24776,589,121,71,20241120,45,129.17,105.82,Exportação
24777,59,376,1,20240218,134,63.57,40.84,Atacado
24778,429,331,10,20240826,238,9.93,6.54,Varejo
24779,412,91,75,20240630,90,97.08,89.4,Atacado
24780,225,67,70,20240501,90,108.76,75.36,Varejo
24781,145,148,95,20240224,4,77.2,51.6,Atacado
24782,166,95,78,20240531,45,122.86,91.01,Atacado
24783,479,442,18,20240318,90,85.55,49.16,Atacado
24784,464,33,57,20240323,90,125.43,86.43,Varejo
24785,425,213,69,20240311,1,80.63,63.44,Varejo
24786,229,156,47,20241029,12,116.54,75.73,Varejo
24787,238,458,83,20240822,146,66.07,42.38,Atacado
24788,578,92,31,20240703,90,118.91,89.3,Atacado
24789,125,195,47,20241027,10,64.71,47.02,Varejo
24790,541,237,56,20241215,11,97.83,80.6,Varejo
24791,128,358,58,20240609,280,5.88,6.16,Atacado
24792,8,306,1,20240327,225,11.07,7.74,Varejo
24793,298,414,26,20240604,134,70.46,45.82,Atacado
24794,455,243,71,20240912,8,97.5,73.77,Exportação
24795,36,203,64,20240307,5,74.21,50.36,Varejo
24796,189,342,89,20240924,236,9.69,6.48,Varejo
24797,328,243,15,20240402,1,88.96,70.02,Atacado
24798,54,146,38,20240123,10,82.94,47.5,Atacado
24799,271,133,90,20240807,14,76.11,55.98,Atacado
24800,257,15,15,20240112,45,105.94,90.05,Atacado
24801,37,175,40,20241221,8,93.77,67.47,Atacado
24802,468,142,100,20240310,2,73.3,51.19,Atacado
24803,391,57,18,20241117,134,109.86,91.09,Atacado
24804,92,23,84,20241021,45,110.07,82.55,Atacado
24805,195,434,77,20240428,22,79.84,63.15,Exportação
24806,243,27,5,20240228,90,104.09,76.94,Atacado
24807,232,164,78,20241219,10,96.7,54.23,Atacado
24808,89,356,69,20240523,292,12.08,7.38,Varejo
24809,23,21,96,20240523,90,126.45,94.25,Atacado
24810,69,247,27,20240304,7,113.81,70.37,Atacado
24811,504,185,50,20241002,8,86.21,70.47,Atacado
24812,404,353,34,20240316,400,11.86,8.09,Varejo
24813,463,284,72,20240228,206,12.5,8.45,Atacado
24814,270,358,24,20240216,422,11.75,6.57,Exportação
24815,220,296,100,20240614,92,13.1,7.32,Varejo
24816,56,97,85,20240714,90,155.42,114.17,Atacado
24817,258,213,79,20240911,14,78.5,59.51,Varejo
24818,273,409,44,20240210,101,88.41,67.16,Atacado
24819,372,319,56,20240510,306,10.16,5.94,Atacado
24820,117,54,81,20240621,90,135.57,114.72,Varejo
24821,53,362,90,20241222,428,12.97,9.5,Atacado
24822,13,362,87,20241202,257,12.29,8.69,Atacado
24823,59,423,43,20241018,134,78.45,59.67,Atacado
24824,244,3,61,20241009,90,110.52,80.06,Varejo
24825,179,66,47,20240226,45,107.65,77.02,Atacado
24826,461,379,73,20241209,67,76.27,50.55,Varejo
24827,309,195,31,20240210,7,65.41,52.0,Varejo
24828,488,140,51,20240714,10,76.46,53.34,Exportação
24829,226,81,62,20240206,134,104.41,93.15,Atacado
24830,66,23,28,20240507,45,107.22,77.01,Varejo
24831,87,442,86,20241002,11,78.19,52.28,Varejo
24832,84,90,68,20241229,45,110.0,90.64,Varejo
24833,66,361,47,20241111,163,11.41,7.63,Atacado
24834,526,362,91,20240319,338,11.25,8.47,Atacado
24835,388,444,37,20241110,67,60.57,46.61,Atacado
24836,55,57,62,20241229,45,123.52,86.3,Atacado
24837,274,419,6,20240918,78,86.1,56.09,Exportação
24838,280,254,91,20241112,94,10.62,6.75,Varejo
24839,388,381,46,20240116,90,80.18,49.5,Atacado
24840,129,453,10,20240123,78,71.78,50.14,Varejo
24841,582,423,75,20240305,67,88.79,60.86,Atacado
24842,48,79,53,20240417,90,101.26,86.72,Varejo
24843,70,90,65,20240406,134,122.7,96.5,Varejo
24844,409,409,58,20240816,56,82.42,56.28,Atacado
24845,516,404,65,20240809,45,85.56,58.36,Varejo
24846,23,373,32,20240229,179,68.69,40.22,Varejo
24847,262,85,59,20240626,45,110.16,86.24,Varejo
24848,38,103,74,20240207,90,135.47,102.86,Atacado
24849,314,58,10,20241026,134,121.24,83.82,Varejo
24850,397,91,41,20240225,90,109.43,96.85,Varejo
24851,57,257,5,20240530,172,9.06,5.95,Varejo
24852,228,348,49,20241208,281,12.29,8.01,Atacado
24853,204,175,74,20241205,5,93.8,61.84,Atacado
24854,299,98,84,20240512,134,137.32,103.28,Varejo
24855,453,54,19,20240917,45,128.34,109.78,Varejo
24856,36,407,70,20241223,78,94.96,57.55,Varejo
24857,187,372,5,20240908,376,11.36,6.61,Atacado
24858,540,297,55,20241112,171,12.68,8.68,Atacado
24859,538,82,24,20241102,45,120.97,88.85,Varejo
24860,25,464,71,20240522,134,64.63,48.1,Atacado
24861,251,239,49,20240119,13,91.01,60.7,Varejo
24862,131,341,51,20240209,384,10.09,8.33,Atacado
24863,600,301,8,20240429,253,12.02,7.68,Atacado
24864,536,290,84,20240310,275,11.59,8.37,Atacado
24865,10,409,85,20241129,123,87.01,59.68,Atacado
24866,583,450,8,20240518,67,59.39,41.34,Atacado
24867,458,188,43,20240424,9,89.2,56.63,Atacado
24868,321,59,75,20240401,45,132.38,95.71,Varejo
24869,504,285,50,20240826,368,13.13,8.15,Varejo
24870,518,381,46,20240721,11,70.59,48.03,Atacado
24871,114,214,56,20240225,5,67.92,55.16,Exportação
24872,386,360,93,20240509,345,9.99,7.29,Atacado
24873,216,102,97,20240918,45,138.92,115.02,Atacado
24874,109,329,85,20240423,233,9.69,7.0,Atacado
24875,543,339,61,20241025,197,9.81,6.25,Atacado
24876,546,105,2,20240610,45,134.81,86.11,Atacado
24877,336,126,7,20240222,9,79.35,61.66,Varejo
24878,139,214,40,20241218,1,77.87,55.24,Varejo
24879,475,116,70,20240424,134,142.43,101.81,Varejo
24880,83,100,40,20240311,45,128.45,91.52,Atacado
24881,271,418,79,20240112,134,68.67,55.68,Atacado
24882,498,302,38,20241008,296,11.87,7.99,Atacado
24883,452,259,80,20241221,452,10.27,6.41,Varejo
24884,281,272,97,20241219,203,10.33,6.89,Varejo
24885,326,182,62,20241204,16,102.6,70.12,Varejo
24886,588,62,45,20241120,45,109.13,91.63,Varejo
24887,44,359,93,20240120,343,10.71,8.17,Atacado
24888,451,151,69,20240710,10,82.08,55.61,Varejo
24889,600,285,66,20241226,216,11.13,7.29,Atacado
24890,76,52,84,20240222,134,129.27,94.32,Varejo
